cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_15,1,0,0,0,4,1,1
pix_2,sim_15,1,0,0,0,4,2,1
pix_3,sim_15,1,0,0,0,4,3,1
pix_4,sim_15,1,0,0,0,4,4,1
pix_5,sim_15,1,0,0,0,4,5,1
pix_6,sim_15,1,0,0,0,4,6,1
pix_7,sim_15,1,0,0,0,3,7,1
pix_8,sim_15,1,0,0,0,3,8,1
pix_9,sim_15,1,0,0,0,3,9,1
pix_10,sim_15,1,0,0,0,3,10,1
pix_11,sim_15,1,0,0,0,3,11,1
pix_12,sim_15,1,3,3,4,5,12,1
pix_13,sim_15,1,3,3,4,5,13,1
pix_14,sim_15,1,3,3,4,5,14,1
pix_15,sim_15,1,3,3,4,5,15,1
pix_16,sim_15,2,3,3,4,5,16,1
pix_17,sim_15,2,3,3,4,5,17,1
pix_18,sim_15,2,3,3,4,5,18,1
pix_19,sim_15,2,3,3,4,5,19,1
pix_20,sim_15,2,3,3,4,5,20,1
pix_21,sim_15,1,0,0,0,4,1,2
pix_22,sim_15,1,0,0,0,4,2,2
pix_23,sim_15,1,0,0,0,4,3,2
pix_24,sim_15,1,0,0,0,4,4,2
pix_25,sim_15,1,0,0,0,4,5,2
pix_26,sim_15,1,0,0,0,4,6,2
pix_27,sim_15,1,0,0,0,3,7,2
pix_28,sim_15,1,0,0,0,3,8,2
pix_29,sim_15,1,0,0,0,3,9,2
pix_30,sim_15,4,0,0,0,3,10,2
pix_31,sim_15,1,0,0,0,3,11,2
pix_32,sim_15,1,3,3,4,5,12,2
pix_33,sim_15,1,3,3,4,5,13,2
pix_34,sim_15,1,3,3,4,5,14,2
pix_35,sim_15,1,3,3,4,5,15,2
pix_36,sim_15,1,3,3,4,5,16,2
pix_37,sim_15,13,3,3,4,5,17,2
pix_38,sim_15,13,3,3,4,5,18,2
pix_39,sim_15,2,3,3,4,5,19,2
pix_40,sim_15,2,3,3,4,5,20,2
pix_41,sim_15,1,0,0,0,4,1,3
pix_42,sim_15,1,0,0,0,4,2,3
pix_43,sim_15,1,0,0,0,4,3,3
pix_44,sim_15,1,0,0,0,4,4,3
pix_45,sim_15,1,0,0,0,4,5,3
pix_46,sim_15,1,0,0,0,4,6,3
pix_47,sim_15,1,0,0,0,3,7,3
pix_48,sim_15,1,0,0,0,3,8,3
pix_49,sim_15,4,0,0,0,3,9,3
pix_50,sim_15,4,0,0,0,3,10,3
pix_51,sim_15,1,0,0,0,3,11,3
pix_52,sim_15,1,3,3,4,5,12,3
pix_53,sim_15,1,3,3,4,5,13,3
pix_54,sim_15,1,3,3,4,5,14,3
pix_55,sim_15,1,3,3,4,5,15,3
pix_56,sim_15,1,3,3,4,5,16,3
pix_57,sim_15,13,3,3,4,5,17,3
pix_58,sim_15,13,3,3,4,5,18,3
pix_59,sim_15,13,3,3,4,5,19,3
pix_60,sim_15,2,3,3,4,5,20,3
pix_61,sim_15,14,0,0,0,4,1,4
pix_62,sim_15,14,0,0,0,4,2,4
pix_63,sim_15,1,0,0,0,4,3,4
pix_64,sim_15,1,0,0,0,4,4,4
pix_65,sim_15,1,0,0,0,4,5,4
pix_66,sim_15,1,0,0,0,4,6,4
pix_67,sim_15,4,0,0,0,3,7,4
pix_68,sim_15,4,0,0,0,3,8,4
pix_69,sim_15,4,0,0,0,3,9,4
pix_70,sim_15,4,0,0,0,3,10,4
pix_71,sim_15,1,0,0,0,3,11,4
pix_72,sim_15,1,3,3,4,5,12,4
pix_73,sim_15,1,3,3,4,5,13,4
pix_74,sim_15,1,3,3,4,5,14,4
pix_75,sim_15,1,3,3,4,5,15,4
pix_76,sim_15,1,3,3,4,5,16,4
pix_77,sim_15,13,3,3,4,5,17,4
pix_78,sim_15,13,3,3,4,5,18,4
pix_79,sim_15,13,3,3,4,5,19,4
pix_80,sim_15,2,3,3,4,5,20,4
pix_81,sim_15,14,0,0,0,4,1,5
pix_82,sim_15,3,0,0,3,2,2,5
pix_83,sim_15,3,0,0,3,2,3,5
pix_84,sim_15,3,0,0,3,2,4,5
pix_85,sim_15,3,0,0,3,2,5,5
pix_86,sim_15,3,0,0,3,2,6,5
pix_87,sim_15,4,0,0,3,2,7,5
pix_88,sim_15,3,0,0,0,3,8,5
pix_89,sim_15,1,0,0,0,3,9,5
pix_90,sim_15,1,0,0,0,3,10,5
pix_91,sim_15,1,0,0,0,3,11,5
pix_92,sim_15,1,0,0,0,3,12,5
pix_93,sim_15,1,3,3,4,5,13,5
pix_94,sim_15,1,3,3,4,5,14,5
pix_95,sim_15,1,3,3,4,5,15,5
pix_96,sim_15,6,3,3,4,5,16,5
pix_97,sim_15,6,3,3,4,5,17,5
pix_98,sim_15,2,3,3,4,5,18,5
pix_99,sim_15,13,2,1,5,6,19,5
pix_100,sim_15,2,2,1,5,6,20,5
pix_101,sim_15,3,0,0,3,2,1,6
pix_102,sim_15,3,0,0,3,2,2,6
pix_103,sim_15,3,0,0,3,2,3,6
pix_104,sim_15,3,0,0,3,2,4,6
pix_105,sim_15,3,0,0,3,2,5,6
pix_106,sim_15,3,0,0,3,2,6,6
pix_107,sim_15,3,0,0,3,2,7,6
pix_108,sim_15,3,0,0,3,2,8,6
pix_109,sim_15,1,0,0,0,3,9,6
pix_110,sim_15,1,0,0,0,3,10,6
pix_111,sim_15,1,0,0,0,3,11,6
pix_112,sim_15,11,0,0,0,3,12,6
pix_113,sim_15,1,0,0,0,3,13,6
pix_114,sim_15,1,3,3,4,5,14,6
pix_115,sim_15,1,1,2,1,0,15,6
pix_116,sim_15,6,1,2,1,0,16,6
pix_117,sim_15,6,1,2,1,0,17,6
pix_118,sim_15,6,2,1,5,6,18,6
pix_119,sim_15,2,2,1,5,6,19,6
pix_120,sim_15,2,2,1,5,6,20,6
pix_121,sim_15,3,0,0,3,2,1,7
pix_122,sim_15,3,0,0,3,2,2,7
pix_123,sim_15,3,0,0,3,2,3,7
pix_124,sim_15,3,0,0,3,2,4,7
pix_125,sim_15,3,0,0,3,2,5,7
pix_126,sim_15,3,0,0,3,2,6,7
pix_127,sim_15,3,0,0,3,2,7,7
pix_128,sim_15,3,0,0,3,2,8,7
pix_129,sim_15,2,0,0,0,3,9,7
pix_130,sim_15,1,0,0,0,3,10,7
pix_131,sim_15,1,0,0,0,3,11,7
pix_132,sim_15,11,0,0,0,3,12,7
pix_133,sim_15,1,0,0,0,3,13,7
pix_134,sim_15,2,1,2,1,0,14,7
pix_135,sim_15,2,1,2,1,0,15,7
pix_136,sim_15,2,1,2,1,0,16,7
pix_137,sim_15,6,1,2,1,0,17,7
pix_138,sim_15,2,2,1,5,6,18,7
pix_139,sim_15,2,2,1,5,6,19,7
pix_140,sim_15,2,2,1,5,6,20,7
pix_141,sim_15,3,0,0,3,2,1,8
pix_142,sim_15,3,0,0,3,2,2,8
pix_143,sim_15,3,0,0,3,2,3,8
pix_144,sim_15,3,0,0,3,2,4,8
pix_145,sim_15,3,0,0,3,2,5,8
pix_146,sim_15,3,0,0,3,2,6,8
pix_147,sim_15,3,0,0,3,2,7,8
pix_148,sim_15,2,0,0,0,3,8,8
pix_149,sim_15,3,0,0,0,3,9,8
pix_150,sim_15,1,0,0,0,3,10,8
pix_151,sim_15,1,0,0,0,3,11,8
pix_152,sim_15,11,0,0,0,3,12,8
pix_153,sim_15,11,0,0,0,3,13,8
pix_154,sim_15,1,1,2,1,0,14,8
pix_155,sim_15,2,1,2,1,0,15,8
pix_156,sim_15,2,1,2,1,0,16,8
