cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_18,3,0,0,1,1,1,1
pix_2,sim_18,3,0,0,1,1,2,1
pix_3,sim_18,3,0,0,1,1,3,1
pix_4,sim_18,3,0,0,1,1,4,1
pix_5,sim_18,3,0,0,1,1,5,1
pix_6,sim_18,3,0,0,1,1,6,1
pix_7,sim_18,3,0,0,1,1,7,1
pix_8,sim_18,3,0,0,1,1,8,1
pix_9,sim_18,10,0,0,1,1,9,1
pix_10,sim_18,3,0,0,1,1,10,1
pix_11,sim_18,1,0,0,1,1,11,1
pix_12,sim_18,1,3,4,4,4,12,1
pix_13,sim_18,1,3,4,4,4,13,1
pix_14,sim_18,1,3,4,4,4,14,1
pix_15,sim_18,1,3,4,4,4,15,1
pix_16,sim_18,1,3,4,4,4,16,1
pix_17,sim_18,1,3,4,4,4,17,1
pix_18,sim_18,1,3,4,4,4,18,1
pix_19,sim_18,7,3,4,4,4,19,1
pix_20,sim_18,1,3,4,4,4,20,1
pix_21,sim_18,3,0,0,1,1,1,2
pix_22,sim_18,3,0,0,1,1,2,2
pix_23,sim_18,3,0,0,1,1,3,2
pix_24,sim_18,3,0,0,1,1,4,2
pix_25,sim_18,3,0,0,1,1,5,2
pix_26,sim_18,3,0,0,1,1,6,2
pix_27,sim_18,3,0,0,1,1,7,2
pix_28,sim_18,10,0,0,1,1,8,2
pix_29,sim_18,3,0,0,1,1,9,2
pix_30,sim_18,3,0,0,1,1,10,2
pix_31,sim_18,9,0,0,1,1,11,2
pix_32,sim_18,1,3,4,4,4,12,2
pix_33,sim_18,1,3,4,4,4,13,2
pix_34,sim_18,1,3,4,4,4,14,2
pix_35,sim_18,1,3,4,4,4,15,2
pix_36,sim_18,1,3,4,4,4,16,2
pix_37,sim_18,3,3,4,4,4,17,2
pix_38,sim_18,1,3,4,4,4,18,2
pix_39,sim_18,1,3,4,4,4,19,2
pix_40,sim_18,1,3,4,4,4,20,2
pix_41,sim_18,3,0,0,1,1,1,3
pix_42,sim_18,3,0,0,1,1,2,3
pix_43,sim_18,3,0,0,1,1,3,3
pix_44,sim_18,3,0,0,1,1,4,3
pix_45,sim_18,3,0,0,1,1,5,3
pix_46,sim_18,3,0,0,1,1,6,3
pix_47,sim_18,3,0,0,1,1,7,3
pix_48,sim_18,3,0,0,1,1,8,3
pix_49,sim_18,1,0,0,1,1,9,3
pix_50,sim_18,3,0,0,1,1,10,3
pix_51,sim_18,3,0,0,1,1,11,3
pix_52,sim_18,1,3,4,4,4,12,3
pix_53,sim_18,1,3,4,4,4,13,3
pix_54,sim_18,1,3,4,4,4,14,3
