cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_27,8,1,1,0,5,1,1
pix_2,sim_27,8,1,1,0,5,2,1
pix_3,sim_27,8,1,1,0,5,3,1
pix_4,sim_27,4,1,1,0,5,4,1
pix_5,sim_27,12,1,1,0,5,5,1
pix_6,sim_27,2,1,1,0,5,6,1
pix_7,sim_27,7,1,1,0,5,7,1
pix_8,sim_27,7,3,3,5,6,8,1
pix_9,sim_27,7,3,3,5,6,9,1
pix_10,sim_27,7,3,3,5,6,10,1
pix_11,sim_27,7,3,3,5,6,11,1
pix_12,sim_27,7,3,3,5,6,12,1
pix_13,sim_27,1,3,3,5,6,13,1
pix_14,sim_27,1,3,3,4,4,14,1
pix_15,sim_27,1,3,3,4,4,15,1
pix_16,sim_27,1,2,2,1,0,16,1
pix_17,sim_27,6,2,2,1,0,17,1
pix_18,sim_27,1,2,2,1,0,18,1
pix_19,sim_27,1,2,2,1,0,19,1
pix_20,sim_27,1,2,2,1,0,20,1
pix_21,sim_27,8,1,1,0,5,1,2
pix_22,sim_27,8,1,1,0,5,2,2
pix_23,sim_27,8,1,1,0,5,3,2
pix_24,sim_27,8,1,1,0,5,4,2
pix_25,sim_27,4,1,1,0,5,5,2
pix_26,sim_27,4,1,1,0,5,6,2
pix_27,sim_27,12,1,1,0,5,7,2
pix_28,sim_27,7,3,3,5,6,8,2
pix_29,sim_27,7,3,3,5,6,9,2
pix_30,sim_27,7,3,3,5,6,10,2
pix_31,sim_27,7,3,3,5,6,11,2
pix_32,sim_27,7,3,3,5,6,12,2
pix_33,sim_27,2,3,3,5,6,13,2
pix_34,sim_27,4,3,3,4,4,14,2
pix_35,sim_27,1,3,3,4,4,15,2
pix_36,sim_27,1,2,2,1,0,16,2
pix_37,sim_27,6,2,2,1,0,17,2
pix_38,sim_27,1,2,2,1,0,18,2
pix_39,sim_27,1,2,2,1,0,19,2
pix_40,sim_27,1,2,2,1,0,20,2
pix_41,sim_27,8,1,1,0,5,1,3
pix_42,sim_27,8,1,1,0,5,2,3
pix_43,sim_27,8,1,1,0,5,3,3
pix_44,sim_27,8,1,1,0,5,4,3
pix_45,sim_27,4,1,1,0,5,5,3
pix_46,sim_27,8,1,1,0,5,6,3
pix_47,sim_27,4,1,1,0,5,7,3
pix_48,sim_27,9,1,1,0,6,8,3
pix_49,sim_27,4,3,3,5,6,9,3
pix_50,sim_27,7,3,3,5,6,10,3
pix_51,sim_27,7,3,3,5,6,11,3
pix_52,sim_27,7,3,3,5,6,12,3
pix_53,sim_27,7,3,3,5,6,13,3
pix_54,sim_27,9,3,3,5,6,14,3
pix_55,sim_27,1,2,2,1,0,15,3
pix_56,sim_27,9,2,2,1,0,16,3
pix_57,sim_27,1,2,2,1,0,17,3
pix_58,sim_27,1,2,2,1,0,18,3
pix_59,sim_27,1,2,2,1,0,19,3
pix_60,sim_27,1,2,2,1,0,20,3
pix_61,sim_27,8,1,1,0,5,1,4
pix_62,sim_27,8,1,1,0,5,2,4
pix_63,sim_27,8,1,1,0,5,3,4
pix_64,sim_27,8,1,1,0,5,4,4
pix_65,sim_27,8,1,1,0,5,5,4
pix_66,sim_27,8,1,1,0,1,6,4
pix_67,sim_27,8,1,1,0,1,7,4
pix_68,sim_27,4,1,1,0,1,8,4
pix_69,sim_27,7,1,1,0,6,9,4
pix_70,sim_27,7,3,3,5,6,10,4
pix_71,sim_27,7,3,3,5,6,11,4
pix_72,sim_27,7,3,3,5,6,12,4
pix_73,sim_27,7,3,3,5,6,13,4
pix_74,sim_27,9,2,2,1,0,14,4
pix_75,sim_27,6,2,2,1,0,15,4
pix_76,sim_27,6,2,2,1,0,16,4
pix_77,sim_27,6,2,2,1,0,17,4
pix_78,sim_27,1,2,2,1,0,18,4
pix_79,sim_27,9,2,2,1,0,19,4
pix_80,sim_27,9,2,2,1,0,20,4
pix_81,sim_27,8,1,1,0,5,1,5
pix_82,sim_27,8,1,1,0,5,2,5
pix_83,sim_27,8,1,1,0,5,3,5
pix_84,sim_27,8,1,1,0,5,4,5
pix_85,sim_27,4,1,1,0,1,5,5
pix_86,sim_27,4,1,1,0,1,6,5
pix_87,sim_27,4,1,1,0,1,7,5
pix_88,sim_27,4,1,1,0,1,8,5
pix_89,sim_27,4,1,1,0,6,9,5
pix_90,sim_27,7,1,1,0,6,10,5
pix_91,sim_27,7,1,1,5,6,11,5
pix_92,sim_27,7,3,3,5,6,12,5
pix_93,sim_27,9,2,2,5,6,13,5
pix_94,sim_27,9,2,2,1,0,14,5
pix_95,sim_27,9,2,2,1,0,15,5
pix_96,sim_27,9,2,2,1,0,16,5
pix_97,sim_27,1,2,2,1,0,17,5
pix_98,sim_27,1,2,2,1,0,18,5
pix_99,sim_27,9,2,2,1,0,19,5
pix_100,sim_27,1,2,2,1,0,20,5
pix_101,sim_27,8,1,1,0,1,1,6
pix_102,sim_27,2,1,1,0,1,2,6
pix_103,sim_27,8,1,1,0,1,3,6
pix_104,sim_27,8,1,1,0,1,4,6
pix_105,sim_27,8,1,1,0,1,5,6
pix_106,sim_27,4,1,1,0,1,6,6
pix_107,sim_27,4,1,1,0,1,7,6
pix_108,sim_27,4,1,1,0,1,8,6
pix_109,sim_27,2,1,1,0,1,9,6
pix_110,sim_27,2,1,1,0,1,10,6
pix_111,sim_27,2,1,1,0,1,11,6
pix_112,sim_27,2,2,2,1,0,12,6
pix_113,sim_27,9,2,2,1,0,13,6
pix_114,sim_27,9,2,2,1,0,14,6
pix_115,sim_27,9,2,2,1,0,15,6
pix_116,sim_27,9,2,2,1,0,16,6
pix_117,sim_27,3,2,2,1,0,17,6
pix_118,sim_27,1,2,2,1,0,18,6
pix_119,sim_27,9,2,2,1,0,19,6
pix_120,sim_27,1,2,2,1,0,20,6
pix_121,sim_27,2,1,1,0,1,1,7
pix_122,sim_27,10,1,1,0,1,2,7
pix_123,sim_27,8,1,1,0,1,3,7
pix_124,sim_27,2,1,1,0,1,4,7
pix_125,sim_27,4,1,1,0,1,5,7
pix_126,sim_27,4,1,1,0,1,6,7
pix_127,sim_27,2,1,1,0,1,7,7
pix_128,sim_27,1,1,1,0,1,8,7
pix_129,sim_27,4,1,1,0,1,9,7
pix_130,sim_27,1,1,1,0,1,10,7
pix_131,sim_27,2,1,1,0,1,11,7
pix_132,sim_27,9,2,2,1,0,12,7
pix_133,sim_27,2,2,2,1,0,13,7
pix_134,sim_27,2,2,2,1,0,14,7
pix_135,sim_27,5,2,2,1,0,15,7
pix_136,sim_27,2,2,2,1,0,16,7
pix_137,sim_27,9,2,2,1,0,17,7
pix_138,sim_27,5,2,2,1,0,18,7
pix_139,sim_27,5,2,2,1,0,19,7
pix_140,sim_27,3,2,2,1,0,20,7
pix_141,sim_27,8,1,1,0,1,1,8
pix_142,sim_27,2,1,1,0,1,2,8
pix_143,sim_27,2,1,1,0,1,3,8
pix_144,sim_27,2,1,1,0,1,4,8
pix_145,sim_27,4,1,1,0,1,5,8
pix_146,sim_27,2,1,1,0,1,6,8
pix_147,sim_27,2,1,1,0,1,7,8
pix_148,sim_27,4,1,1,0,1,8,8
pix_149,sim_27,4,1,1,0,1,9,8
pix_150,sim_27,2,1,1,0,1,10,8
pix_151,sim_27,2,1,1,0,1,11,8
pix_152,sim_27,2,2,2,1,0,12,8
pix_153,sim_27,2,2,2,1,0,13,8
pix_154,sim_27,2,2,2,1,0,14,8
pix_155,sim_27,5,2,2,1,0,15,8
pix_156,sim_27,2,2,2,1,0,16,8
pix_157,sim_27,9,2,2,1,0,17,8
pix_158,sim_27,5,2,2,1,0,18,8
pix_159,sim_27,3,2,2,1,0,19,8
pix_160,sim_27,9,2,2,1,0,20,8
pix_161,sim_27,2,1,1,0,1,1,9
pix_162,sim_27,2,1,1,0,1,2,9
pix_163,sim_27,2,1,1,0,1,3,9
pix_164,sim_27,2,1,1,0,1,4,9
pix_165,sim_27,2,1,1,0,1,5,9
pix_166,sim_27,10,1,1,0,1,6,9
pix_167,sim_27,4,1,1,0,1,7,9
pix_168,sim_27,2,1,1,0,1,8,9
pix_169,sim_27,2,1,1,0,1,9,9
pix_170,sim_27,2,1,1,0,1,10,9
pix_171,sim_27,4,1,1,0,1,11,9
