cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_37,1,0,4,2,1,1,1
pix_2,sim_37,1,0,4,2,1,2,1
pix_3,sim_37,1,0,4,2,1,3,1
pix_4,sim_37,9,0,1,1,1,4,1
pix_5,sim_37,1,0,1,1,1,5,1
pix_6,sim_37,1,0,1,1,1,6,1
pix_7,sim_37,1,0,1,1,1,7,1
pix_8,sim_37,1,0,1,1,1,8,1
pix_9,sim_37,11,0,1,1,1,9,1
pix_10,sim_37,1,0,1,1,1,10,1
pix_11,sim_37,1,0,1,1,1,11,1
pix_12,sim_37,1,0,1,1,1,12,1
pix_13,sim_37,1,0,1,1,1,13,1
pix_14,sim_37,1,3,1,1,5,14,1
pix_15,sim_37,1,3,1,1,5,15,1
pix_16,sim_37,1,3,1,1,5,16,1
pix_17,sim_37,16,3,1,1,5,17,1
pix_18,sim_37,1,3,1,1,5,18,1
pix_19,sim_37,1,3,1,1,5,19,1
pix_20,sim_37,1,3,1,1,5,20,1
pix_21,sim_37,9,0,4,2,1,1,2
pix_22,sim_37,9,0,4,2,1,2,2
pix_23,sim_37,9,0,4,2,1,3,2
pix_24,sim_37,1,0,1,1,1,4,2
pix_25,sim_37,1,0,1,1,1,5,2
pix_26,sim_37,1,0,1,1,1,6,2
pix_27,sim_37,1,0,1,1,1,7,2
pix_28,sim_37,9,0,1,1,1,8,2
pix_29,sim_37,1,0,1,1,1,9,2
pix_30,sim_37,1,0,1,1,1,10,2
pix_31,sim_37,1,0,1,1,1,11,2
pix_32,sim_37,11,0,1,1,1,12,2
pix_33,sim_37,1,0,1,1,1,13,2
pix_34,sim_37,7,0,1,1,1,14,2
pix_35,sim_37,1,3,1,1,5,15,2
pix_36,sim_37,1,3,1,1,5,16,2
pix_37,sim_37,1,3,1,1,5,17,2
pix_38,sim_37,16,3,1,1,5,18,2
pix_39,sim_37,1,3,1,1,5,19,2
pix_40,sim_37,1,3,1,1,5,20,2
pix_41,sim_37,13,0,4,2,1,1,3
pix_42,sim_37,9,0,4,2,1,2,3
pix_43,sim_37,9,0,4,2,1,3,3
pix_44,sim_37,1,0,4,2,1,4,3
pix_45,sim_37,1,0,1,1,1,5,3
pix_46,sim_37,1,0,1,1,1,6,3
pix_47,sim_37,1,0,1,1,1,7,3
pix_48,sim_37,8,0,1,1,1,8,3
pix_49,sim_37,6,0,1,1,1,9,3
pix_50,sim_37,1,0,1,1,1,10,3
pix_51,sim_37,8,0,1,1,1,11,3
pix_52,sim_37,6,0,1,1,1,12,3
pix_53,sim_37,11,0,1,1,1,13,3
pix_54,sim_37,1,0,1,1,1,14,3
pix_55,sim_37,11,3,1,1,5,15,3
pix_56,sim_37,1,3,1,1,5,16,3
pix_57,sim_37,1,3,1,5,5,17,3
pix_58,sim_37,1,3,1,5,5,18,3
pix_59,sim_37,1,3,1,5,5,19,3
pix_60,sim_37,1,3,1,5,5,20,3
pix_61,sim_37,2,0,4,2,3,1,4
pix_62,sim_37,1,0,4,2,3,2,4
pix_63,sim_37,9,0,4,2,3,3,4
pix_64,sim_37,1,0,4,2,3,4,4
pix_65,sim_37,1,0,4,2,3,5,4
pix_66,sim_37,1,0,1,1,1,6,4
pix_67,sim_37,1,0,1,1,1,7,4
pix_68,sim_37,1,0,1,1,1,8,4
pix_69,sim_37,1,0,1,1,1,9,4
pix_70,sim_37,6,0,1,1,1,10,4
pix_71,sim_37,6,0,1,1,1,11,4
pix_72,sim_37,8,0,1,1,1,12,4
pix_73,sim_37,7,0,1,1,1,13,4
pix_74,sim_37,1,0,1,1,1,14,4
pix_75,sim_37,7,0,1,1,1,15,4
pix_76,sim_37,1,3,1,1,5,16,4
pix_77,sim_37,1,3,3,5,5,17,4
pix_78,sim_37,1,3,3,5,5,18,4
pix_79,sim_37,1,3,3,5,5,19,4
pix_80,sim_37,1,3,3,5,5,20,4
pix_81,sim_37,1,0,4,2,3,1,5
pix_82,sim_37,2,0,4,2,3,2,5
pix_83,sim_37,9,0,4,2,3,3,5
pix_84,sim_37,1,0,4,2,3,4,5
pix_85,sim_37,1,0,4,2,3,5,5
pix_86,sim_37,1,0,4,2,3,6,5
pix_87,sim_37,1,0,1,1,1,7,5
pix_88,sim_37,9,0,1,1,1,8,5
pix_89,sim_37,1,0,1,1,1,9,5
pix_90,sim_37,6,0,1,1,1,10,5
pix_91,sim_37,1,0,1,1,1,11,5
pix_92,sim_37,8,0,1,1,1,12,5
pix_93,sim_37,1,0,1,1,1,13,5
pix_94,sim_37,1,0,1,1,1,14,5
pix_95,sim_37,10,0,1,1,1,15,5
pix_96,sim_37,7,3,1,1,5,16,5
pix_97,sim_37,1,3,3,5,5,17,5
pix_98,sim_37,1,3,3,5,5,18,5
pix_99,sim_37,1,3,3,5,5,19,5
pix_100,sim_37,1,3,3,5,5,20,5
pix_101,sim_37,13,0,4,2,3,1,6
pix_102,sim_37,13,0,4,2,3,2,6
pix_103,sim_37,1,0,4,2,3,3,6
pix_104,sim_37,6,0,4,2,3,4,6
pix_105,sim_37,9,0,4,2,3,5,6
pix_106,sim_37,1,0,4,2,3,6,6
pix_107,sim_37,6,0,0,3,4,7,6
pix_108,sim_37,1,0,0,3,4,8,6
pix_109,sim_37,6,0,0,3,4,9,6
pix_110,sim_37,1,0,0,3,4,10,6
pix_111,sim_37,1,0,0,3,4,11,6
pix_112,sim_37,6,0,1,1,1,12,6
pix_113,sim_37,14,0,1,1,1,13,6
pix_114,sim_37,10,0,1,1,1,14,6
pix_115,sim_37,1,0,1,1,1,15,6
pix_116,sim_37,1,3,1,1,5,16,6
pix_117,sim_37,1,3,3,5,5,17,6
pix_118,sim_37,1,3,3,5,5,18,6
pix_119,sim_37,1,3,3,5,5,19,6
pix_120,sim_37,1,3,3,5,5,20,6
pix_121,sim_37,9,0,4,2,3,1,7
pix_122,sim_37,1,0,4,2,3,2,7
