cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_39,1,2,1,3,2,1,1
pix_2,sim_39,1,2,1,3,2,2,1
pix_3,sim_39,1,2,1,3,2,3,1
pix_4,sim_39,1,2,1,3,2,4,1
pix_5,sim_39,1,2,1,3,2,5,1
pix_6,sim_39,1,2,1,3,2,6,1
pix_7,sim_39,1,2,1,3,2,7,1
pix_8,sim_39,1,2,1,3,2,8,1
pix_9,sim_39,1,1,4,1,4,9,1
pix_10,sim_39,7,1,4,1,4,10,1
pix_11,sim_39,7,1,4,1,4,11,1
pix_12,sim_39,7,1,4,1,4,12,1
pix_13,sim_39,7,1,4,1,4,13,1
pix_14,sim_39,7,1,4,1,4,14,1
pix_15,sim_39,1,1,3,4,3,15,1
pix_16,sim_39,1,1,3,4,3,16,1
pix_17,sim_39,1,1,3,4,3,17,1
pix_18,sim_39,4,1,3,4,3,18,1
pix_19,sim_39,9,1,3,4,3,19,1
pix_20,sim_39,9,1,3,4,3,20,1
pix_21,sim_39,1,2,1,3,2,1,2
pix_22,sim_39,1,2,1,3,2,2,2
pix_23,sim_39,1,2,1,3,2,3,2
pix_24,sim_39,1,2,1,3,2,4,2
pix_25,sim_39,1,2,1,3,2,5,2
pix_26,sim_39,1,2,1,3,2,6,2
pix_27,sim_39,1,2,1,3,2,7,2
pix_28,sim_39,7,2,1,3,2,8,2
pix_29,sim_39,7,1,4,1,4,9,2
pix_30,sim_39,7,1,4,1,4,10,2
pix_31,sim_39,7,1,4,1,4,11,2
pix_32,sim_39,7,1,4,1,4,12,2
pix_33,sim_39,7,1,4,1,4,13,2
pix_34,sim_39,7,1,4,1,4,14,2
pix_35,sim_39,1,1,3,4,3,15,2
pix_36,sim_39,1,1,3,4,3,16,2
pix_37,sim_39,1,1,3,4,3,17,2
pix_38,sim_39,4,1,3,4,3,18,2
pix_39,sim_39,9,1,3,4,3,19,2
pix_40,sim_39,9,1,3,4,3,20,2
pix_41,sim_39,1,2,1,3,2,1,3
pix_42,sim_39,1,2,1,3,2,2,3
pix_43,sim_39,1,2,1,3,2,3,3
pix_44,sim_39,1,2,1,3,2,4,3
pix_45,sim_39,1,2,1,3,2,5,3
pix_46,sim_39,1,2,1,3,2,6,3
pix_47,sim_39,1,2,1,3,2,7,3
pix_48,sim_39,7,1,4,1,4,8,3
pix_49,sim_39,7,1,4,1,4,9,3
pix_50,sim_39,7,1,4,1,4,10,3
pix_51,sim_39,7,1,4,1,4,11,3
pix_52,sim_39,7,1,4,1,4,12,3
pix_53,sim_39,7,1,4,1,4,13,3
pix_54,sim_39,7,1,4,1,4,14,3
pix_55,sim_39,7,1,3,4,3,15,3
pix_56,sim_39,7,1,3,4,3,16,3
pix_57,sim_39,1,1,3,4,3,17,3
pix_58,sim_39,4,1,3,4,3,18,3
pix_59,sim_39,9,1,3,4,3,19,3
pix_60,sim_39,9,1,3,4,3,20,3
pix_61,sim_39,1,2,1,3,2,1,4
pix_62,sim_39,1,2,1,3,2,2,4
pix_63,sim_39,1,2,1,3,2,3,4
pix_64,sim_39,1,2,1,3,2,4,4
pix_65,sim_39,1,2,1,3,2,5,4
pix_66,sim_39,1,2,1,3,2,6,4
pix_67,sim_39,1,2,1,3,2,7,4
pix_68,sim_39,7,1,4,1,4,8,4
pix_69,sim_39,7,1,4,1,4,9,4
pix_70,sim_39,7,1,4,1,4,10,4
pix_71,sim_39,7,1,4,1,4,11,4
pix_72,sim_39,7,1,4,1,4,12,4
pix_73,sim_39,7,1,4,1,4,13,4
pix_74,sim_39,7,1,4,1,4,14,4
pix_75,sim_39,7,1,4,1,4,15,4
pix_76,sim_39,7,1,3,4,3,16,4
pix_77,sim_39,7,1,3,4,3,17,4
pix_78,sim_39,4,1,3,4,3,18,4
pix_79,sim_39,4,1,3,4,3,19,4
pix_80,sim_39,4,1,3,4,3,20,4
pix_81,sim_39,5,2,1,3,2,1,5
pix_82,sim_39,5,2,1,3,2,2,5
pix_83,sim_39,5,2,1,3,2,3,5
pix_84,sim_39,11,2,1,3,2,4,5
pix_85,sim_39,1,2,1,3,2,5,5
pix_86,sim_39,1,2,1,3,2,6,5
pix_87,sim_39,7,2,1,1,2,7,5
pix_88,sim_39,7,1,4,1,4,8,5
pix_89,sim_39,7,1,4,1,4,9,5
pix_90,sim_39,7,1,4,1,4,10,5
pix_91,sim_39,7,1,4,1,4,11,5
pix_92,sim_39,7,1,4,1,4,12,5
pix_93,sim_39,7,1,4,1,4,13,5
pix_94,sim_39,7,1,4,1,4,14,5
pix_95,sim_39,7,1,4,1,4,15,5
pix_96,sim_39,7,1,3,4,3,16,5
pix_97,sim_39,14,1,3,4,3,17,5
pix_98,sim_39,6,1,3,4,3,18,5
pix_99,sim_39,4,1,3,4,3,19,5
pix_100,sim_39,4,1,3,4,3,20,5
pix_101,sim_39,5,2,1,3,2,1,6
pix_102,sim_39,5,2,1,3,2,2,6
pix_103,sim_39,5,2,1,3,2,3,6
pix_104,sim_39,1,2,1,3,2,4,6
pix_105,sim_39,1,2,1,3,2,5,6
pix_106,sim_39,1,2,1,1,6,6,6
pix_107,sim_39,7,2,1,1,6,7,6
pix_108,sim_39,7,2,1,1,6,8,6
pix_109,sim_39,7,1,4,1,4,9,6
pix_110,sim_39,7,1,4,1,4,10,6
pix_111,sim_39,7,1,4,1,4,11,6
pix_112,sim_39,7,1,4,1,4,12,6
pix_113,sim_39,7,1,4,1,4,13,6
pix_114,sim_39,7,1,4,1,4,14,6
pix_115,sim_39,7,1,4,1,4,15,6
pix_116,sim_39,7,1,3,4,3,16,6
pix_117,sim_39,6,1,3,4,3,17,6
pix_118,sim_39,2,1,3,4,3,18,6
pix_119,sim_39,4,1,3,4,3,19,6
pix_120,sim_39,4,1,3,4,3,20,6
pix_121,sim_39,5,2,1,3,2,1,7
pix_122,sim_39,5,2,1,3,2,2,7
pix_123,sim_39,5,2,1,3,2,3,7
pix_124,sim_39,5,2,1,1,6,4,7
pix_125,sim_39,1,2,1,1,6,5,7
pix_126,sim_39,7,2,1,1,6,6,7
pix_127,sim_39,8,2,1,1,6,7,7
pix_128,sim_39,8,2,1,1,6,8,7
pix_129,sim_39,8,2,1,1,6,9,7
pix_130,sim_39,2,1,4,1,4,10,7
pix_131,sim_39,7,1,4,1,4,11,7
pix_132,sim_39,7,1,4,1,4,12,7
pix_133,sim_39,7,1,4,1,4,13,7
pix_134,sim_39,7,1,4,1,4,14,7
pix_135,sim_39,7,1,4,1,4,15,7
pix_136,sim_39,2,1,3,4,3,16,7
pix_137,sim_39,2,1,3,4,3,17,7
pix_138,sim_39,2,1,3,4,3,18,7
pix_139,sim_39,6,1,3,4,3,19,7
pix_140,sim_39,6,1,3,4,3,20,7
pix_141,sim_39,5,2,1,3,2,1,8
pix_142,sim_39,5,2,1,3,2,2,8
pix_143,sim_39,8,2,1,3,2,3,8
pix_144,sim_39,8,2,1,1,6,4,8
pix_145,sim_39,8,2,1,1,6,5,8
pix_146,sim_39,7,2,1,1,6,6,8
pix_147,sim_39,8,2,1,1,6,7,8
pix_148,sim_39,8,2,1,1,6,8,8
pix_149,sim_39,8,2,1,1,6,9,8
pix_150,sim_39,2,0,0,2,1,10,8
pix_151,sim_39,12,0,0,2,1,11,8
pix_152,sim_39,12,1,4,1,4,12,8
pix_153,sim_39,12,1,4,1,4,13,8
pix_154,sim_39,7,1,4,1,4,14,8
pix_155,sim_39,7,1,4,1,4,15,8
pix_156,sim_39,7,1,3,4,3,16,8
pix_157,sim_39,2,1,3,4,3,17,8
pix_158,sim_39,2,1,3,4,3,18,8
pix_159,sim_39,6,1,3,4,3,19,8
pix_160,sim_39,6,1,3,4,3,20,8
pix_161,sim_39,5,2,1,3,2,1,9
pix_162,sim_39,5,2,1,3,2,2,9
pix_163,sim_39,5,2,1,3,2,3,9
pix_164,sim_39,8,2,1,1,6,4,9
pix_165,sim_39,8,2,1,1,6,5,9
pix_166,sim_39,8,2,1,1,6,6,9
pix_167,sim_39,8,2,1,1,6,7,9
pix_168,sim_39,8,2,1,1,6,8,9
pix_169,sim_39,8,0,0,2,1,9,9
pix_170,sim_39,2,0,0,2,1,10,9
pix_171,sim_39,12,0,0,2,1,11,9
pix_172,sim_39,2,0,0,2,1,12,9
pix_173,sim_39,7,0,0,2,1,13,9
pix_174,sim_39,7,1,4,1,4,14,9
pix_175,sim_39,2,1,3,4,3,15,9
pix_176,sim_39,2,1,3,4,3,16,9
pix_177,sim_39,2,1,3,4,3,17,9
pix_178,sim_39,2,1,3,4,3,18,9
pix_179,sim_39,2,1,3,4,3,19,9
pix_180,sim_39,2,1,3,4,3,20,9
pix_181,sim_39,5,2,1,3,2,1,10
pix_182,sim_39,5,2,1,3,2,2,10
pix_183,sim_39,5,2,1,3,2,3,10
