cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_1,sim_5,4,0,1,2,1,1,1
pix_2,sim_5,4,0,1,2,1,2,1
pix_3,sim_5,4,0,1,2,1,3,1
pix_4,sim_5,4,0,1,2,1,4,1
pix_5,sim_5,4,0,1,2,1,5,1
pix_6,sim_5,4,0,1,2,1,6,1
pix_7,sim_5,4,0,1,2,1,7,1
pix_8,sim_5,4,0,1,2,1,8,1
pix_9,sim_5,1,0,1,2,1,9,1
pix_10,sim_5,1,0,1,2,1,10,1
pix_11,sim_5,1,0,1,2,1,11,1
pix_12,sim_5,1,0,1,2,1,12,1
pix_13,sim_5,1,2,2,0,0,13,1
pix_14,sim_5,1,2,2,0,0,14,1
pix_15,sim_5,1,2,2,0,0,15,1
pix_16,sim_5,1,2,2,0,0,16,1
pix_17,sim_5,1,2,2,0,0,17,1
pix_18,sim_5,1,2,2,0,0,18,1
pix_19,sim_5,1,2,2,0,0,19,1
pix_20,sim_5,1,2,2,0,0,20,1
pix_21,sim_5,4,0,1,2,1,1,2
pix_22,sim_5,4,0,1,2,1,2,2
pix_23,sim_5,4,0,1,2,1,3,2
pix_24,sim_5,4,0,1,2,1,4,2
pix_25,sim_5,4,0,1,2,1,5,2
pix_26,sim_5,4,0,1,2,1,6,2
pix_27,sim_5,4,0,1,2,1,7,2
pix_28,sim_5,1,0,1,2,1,8,2
pix_29,sim_5,1,0,1,2,1,9,2
pix_30,sim_5,1,0,1,2,1,10,2
pix_31,sim_5,1,0,1,2,1,11,2
pix_32,sim_5,1,0,1,2,1,12,2
pix_33,sim_5,1,2,2,0,0,13,2
pix_34,sim_5,1,2,2,0,0,14,2
pix_35,sim_5,1,2,2,0,0,15,2
pix_36,sim_5,1,2,2,0,0,16,2
pix_37,sim_5,1,2,2,0,0,17,2
pix_38,sim_5,1,2,2,0,0,18,2
pix_39,sim_5,1,2,2,0,0,19,2
pix_40,sim_5,1,2,2,0,0,20,2
pix_41,sim_5,4,0,1,2,1,1,3
pix_42,sim_5,4,0,1,2,1,2,3
pix_43,sim_5,4,0,1,2,1,3,3
pix_44,sim_5,4,0,1,2,1,4,3
pix_45,sim_5,4,0,1,2,1,5,3
pix_46,sim_5,4,0,1,2,1,6,3
pix_47,sim_5,4,0,1,2,1,7,3
pix_48,sim_5,4,0,1,2,1,8,3
pix_49,sim_5,1,0,1,2,1,9,3
pix_50,sim_5,1,0,1,2,1,10,3
pix_51,sim_5,1,0,1,2,1,11,3
pix_52,sim_5,1,0,1,2,1,12,3
pix_53,sim_5,1,0,4,4,2,13,3
pix_54,sim_5,1,2,2,0,0,14,3
pix_55,sim_5,1,2,2,0,0,15,3
pix_56,sim_5,1,2,2,0,0,16,3
pix_57,sim_5,1,2,2,0,0,17,3
pix_58,sim_5,1,2,2,0,0,18,3
pix_59,sim_5,1,2,2,0,0,19,3
pix_60,sim_5,1,2,2,0,0,20,3
pix_61,sim_5,4,0,1,2,1,1,4
pix_62,sim_5,4,0,1,2,1,2,4
pix_63,sim_5,4,0,1,2,1,3,4
pix_64,sim_5,4,0,1,2,1,4,4
pix_65,sim_5,4,0,1,2,1,5,4
pix_66,sim_5,4,0,1,2,1,6,4
pix_67,sim_5,4,0,1,2,1,7,4
pix_68,sim_5,1,0,1,2,1,8,4
pix_69,sim_5,4,0,1,2,1,9,4
pix_70,sim_5,1,0,4,4,2,10,4
pix_71,sim_5,1,0,4,4,2,11,4
pix_72,sim_5,1,0,4,4,2,12,4
pix_73,sim_5,1,0,4,4,2,13,4
pix_74,sim_5,1,2,2,0,0,14,4
pix_75,sim_5,1,2,2,0,0,15,4
pix_76,sim_5,1,2,2,0,0,16,4
pix_77,sim_5,1,2,2,0,0,17,4
pix_78,sim_5,1,2,2,0,0,18,4
pix_79,sim_5,1,2,2,0,0,19,4
pix_80,sim_5,1,2,2,0,0,20,4
pix_81,sim_5,4,0,1,2,1,1,5
pix_82,sim_5,4,0,1,2,1,2,5
pix_83,sim_5,4,0,1,2,1,3,5
pix_84,sim_5,4,0,1,2,1,4,5
pix_85,sim_5,4,0,1,2,1,5,5
pix_86,sim_5,4,0,1,2,1,6,5
pix_87,sim_5,4,0,1,2,1,7,5
pix_88,sim_5,1,0,1,2,1,8,5
pix_89,sim_5,1,0,4,4,2,9,5
pix_90,sim_5,1,0,4,4,2,10,5
pix_91,sim_5,1,0,4,4,2,11,5
pix_92,sim_5,1,0,4,4,2,12,5
